Context,Sentence,Item,ItemNum,Group,Cond,Left,Right,Critical,Block,Question,QuestionText,QuestionCorrect,QuestionCond,ListMy
"Ein Schwimmer übte einen besonders schwierigen Sprung vom Sprungbrett, als er am Beckenrand ein Mädchen entdeckte. Seit einiger Zeit schon bewunderte er das Mädchen aus der Ferne, hatte sich aber nie getraut, es anzusprechen. Doch heute wollte der Schwimmer dies nachholen und ihm kam die Idee, dass er es mit dem anspruchsvollen Sprung vom Brett beeindrucken könnte. So wartete er einen Moment ab, in dem das Mädchen zum Brett blickte und sprang dann ins Wasser. Nach dem geglückten Sprung ging der Schwimmer sofort zu dem Mädchen und sprach es an.",Danach bewertete das Mädchen den Schwimmer und nach einer Weile verriet es ihm seine Handynummer.,86,14,1,152,Nein,&nbsp;Ja&nbsp;,6,3,no,,,,3
"Ein Erstklässler war zusammen mit seinem Papa auf dem Weg in die Schule. Ein Kuchen begleitete sie, da heute der siebte Geburtstag des Erstklässlers war. Aufgeregt erzählte der Junge seinem Vater, dass auch die Lehrerin ein Stück Kuchen bekommen sollte, da er sie sehr mochte. Am Klassenzimmer angekommen, erzählte der Papa der Lehrerin von dem Geburtstag des Sohnes und überreichte ihr ein Stück Kuchen.",Daraufhin dankte die Lehrerin dem Papa und dann gratulierte sie dem Erstklässler.,41,141,1,257,Nein,&nbsp;Ja&nbsp;,6,3,yes,Hat die Lehrerin dem Erstklässler zum Geburtstag gratuliert?,K,continuation,0
"Eines Tages radelte ein Mädchen aus Versehen in die Schubkarre eines Bauarbeiters, die er am Rand der Straße hatte stehen lassen. Die Schubkarre hatte zu spät bemerkt, dass sich das Mädchen schnell näherte und nicht mehr ausweichen konnte. So fiel es samt Fahrrad zu Boden. Der Bauarbeiter lief schnell herbei und sah sofort, dass das Rad eine Delle abbekommen hatte.",Sofort reparierte der Bauarbeiter das Fahrrad und dann half er dem Mädchen wieder auf die Beine.,42,142,1,257,Nein,&nbsp;Ja&nbsp;,6,3,yes,Ist das Mädchen in einen Anhänger geradelt?,D,paragraph,0
"Ein Eiskunstläufer betrat die Eishalle, da er seine neuen Schlittschuhe ausprobieren wollte. Er fuhr ein paar Runden auf dem Eis und war mit den Schuhen äußert zufrieden. Nach einer Weile verließ er die Bahn und zog die Schuhe wieder aus. Dann ging er aufs Eis und fuhr los.",Nach dem Training putzte der Eiskunstläufer die Schlittschuhe und dann machte er sich auf den Weg nach Hause.,30,130,1,256,Nein,&nbsp;Ja&nbsp;,6,3,no,,,,0
"Seit Monaten hatte sich der Athlet mit der Trainerin darauf vorbereitet, bei dem wichtigsten Wettkampf des Jahres den Pokal zu holen. Die Trainerin trieb ihn hart an, da sie sicher war, dass er gute Chancen hatte. Und tatsächlich hatte sich die harte Arbeit gelohnt, denn der Athlet gewann den Pokal und überglücklich bedankte er sich bei der Trainerin. Stolz hielt der Athlet den Pokal in den Händen.",Im Hotel polierte die Trainerin den Pokal und anschließend stellte sie ihn auf den Tisch.,166,41,1,151,Nein,&nbsp;Ja&nbsp;,7,3,yes,Hat die Trainerin den Pokal in den Schrank gestellt?,D,continuation,3
"Ein Händler wollte auf einem Flohmarkt ein Schnäppchen machen. Schon lange war er auf der Suche nach Elektrogeräten, die er dann teurer weiterverkaufen konnte. Nach kurzer Zeit fand er einen Verkäufer. Auf dessen Tisch standen unter anderem ein Fernseher und ein Laptop. Der Verkäufer erzählte, dass das Notebook noch in sehr gutem Zustand sei, doch der Händler verhandelte zuerst um den Fernseher.",Danach beäugte der Händler den Laptop und sofort handelte er auch um dessen Preis.,15,115,1,255,Nein,&nbsp;Ja&nbsp;,6,3,no,,,,0
"Erfreut zeigte eine Sekretärin ihrem Chefarzt die neue Diktiermaschine. Damit konnte der Chefarzt seine Arztberichte nun selbst aufzeichnen und war nicht mehr auf die Hilfe seiner Sekretärin angewiesen. Bisher hatte sie nämlich seine Berichte selbst aufschreiben müssen. Deswegen freute sie sich besonders über die neue Diktiermaschine. Da der Chefarzt heute besonders viele Patienten gehabt hatte, schlug die Sekretärin ihm vor, die neue Diktiermaschine direkt auszuprobieren.",Dann verabschiedete der Chefarzt die Sekretärin und dann machte er Feierabend.,88,15,1,151,Nein,&nbsp;Ja&nbsp;,6,3,yes,War die Sekretärin erleichtert über die Diktiermaschine?,K,paragraph,3
"Als ein Lehrer seine Unterlagen holen wollte, bemerkte er, dass er seine Tasche nicht bei sich hatte. Erschrocken überlegte er, wo er die Tasche hatte stehen lassen. Ihm fiel ein, dass er sich eine Limonade hatte kaufen wollen, aber nicht genügend Kleingeld gehabt hatte. Deswegen war der Lehrer nochmal zurück ins Lehrerzimmer gegangen, um mehr Geld zu holen. Dort war er von einem Kollegen in ein wichtiges Gespräch verwickelt worden, sodass er die Limonade total vergessen hatte. In aller Aufregung über die Limonade hatte er bestimmt auch die Tasche in der Kantine stehen lassen.",Zurück in der Kantine unterrichtete der Lehrer die Limonade und dann suchte er seine Tasche.,126,27,1,153,Nein,&nbsp;Ja&nbsp;,9,3,yes,Hat der Lehrer die Tasche aufgegeben?,D,continuation,3
"Ein Forscher hatte tief in einem Urwald eine neue Art Käfer entdeckt. Er hatte ein Exemplar in einem Glas gefangen und war nun auf dem Weg zu seinem Mitarbeiter. Dieser dokumentierte die gesamte Expedition und der Wissenschaftler wollte nun, dass sein Kollege auch Bilder von dem Käfer machte. Triumphierend malte er sich aus, wie seine Kollegen auf die frohe Botschaft reagieren würden. Im Lager angekommen, übergab der Käfer dem Mitarbeiter den Forscher.",Sofort begrüßte der Mitarbeiter den Forscher und dann beglückwünschte er ihn zu seiner Entdeckung.,43,143,1,257,Nein,&nbsp;Ja&nbsp;,6,3,no,,,,0
"Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche. Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet, der Mitleid mit dem Gaul hatte. Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg.","Dann bedrohte der Tierliebhaber den Kutscher und darüber hinaus forderte er ihn auf, den Gaul in Ruhe zu lassen.",67,8,1,151,Nein,&nbsp;Ja&nbsp;,6,3,no,,,,3
"Eine Musikerin hatte eine neue Platte aufgenommen und wollte sie dem Manager vorspielen. Im Büro erzählte sie, dass sie Weihnachtslieder modern interpretiert habe und die Aufnahmen bestimmt ein riesiger Erfolg werden würden. Daraufhin legte der Manager die Platte auf und hörte gemeinsam mit der Künstlerin die Lieder an.","Am Ende kaufte der Manager die Platte und anschließend sagte er der Musikerin, dass sie erstmal Urlaub machen solle.",12,112,1,255,Nein,&nbsp;Ja&nbsp;,7,3,yes,"Hat der Manager die Musikerin aufgefordert, weiter zu arbeiten?",D,continuation,0
"Ein Gärtner war sehr stolz auf seinen schönen neuen Rasenmäher, denn der Rasenmäher war so groß, dass man auf diesem sitzen und wie mit einem Auto herumfahren konnte. Das erzählte der Gärtner auch der kleinen Tochter seines Chefs. Begeistert fragte die Tochter des Chefs, ob sie auch mal fahren dürfe. Die Tochter kletterte neben den Gärtner auf den Sitz des Rasenmähers und sie drehten eine große Runde über die Wiese.","Danach halbierte die Tochter den Rasenmäher und dann sagte sie begeistert, dass sie morgen wiederkommen würde.",96,17,1,153,Nein,&nbsp;Ja&nbsp;,6,3,yes,Hat die Tochter den Rasenmäher halbiert?,K,manipulation,3
"Ein Segler und seine Freundin hatten einen Bootsausflug gemacht. Nun wollten sie das Boot wieder am Steg festbinden. Die Freundin griff nach dem Strick und wollte dem Segler helfen, doch dieser sagte der Freundin, dass er keine Hilfe benötige. Daraufhin packte er den Strick und wollte einen Knoten binden. Plötzlich glitt dem Segler der Strick aus den Händen und fiel ins Wasser.","Daraufhin verschraubte die Freundin den Segler und dann sagte sie, er solle etwas aufmerksamer sein.",108,21,1,153,Nein,&nbsp;Ja&nbsp;,6,3,yes,Hat die Freundin den Segler verschraubt?,K,manipulation,3
"Eine Lieferbotin brachte einem nervigen Kunden eine Frühlingsrolle. Der Kunde forderte jedoch von der Lieferbotin eine neue Frühlingsrolle, da diese kalt war. Nach einer Stunde kehrte die Lieferbotin einfach mit derselben kalten Frühlingsrolle zum Kunden zurück.",Nichtsahnend begrüßte der Kunde die Frühlingsrolle und sogleich schloss er hinter sich die Tür.,62,6,1,152,Nein,&nbsp;Ja&nbsp;,6,3,no,,,,3
"Eine Reiterin war auf dem Weg zu einem Ponyhof, wo sie für ein anstehendes Turnier trainieren wollte. Dort angekommen, unterhielt sie sich mit ein paar anderen Leuten und sie tauschten Tipps und Tricks aus. Dann stieg sie auf ihre Stute und übte die Tricks. Leider fiel sie bei einer Übung vom Pferd und zog sich ein paar blaue Flecken zu. Daraufhin verließ sie den Reiterhof. Schnell setzte sie dem Pferd den Sattel auf und ritt los.",Danach verarztete die Reiterin die blauen Flecken und dann meldete sie sich für das Turnier an.,29,129,1,256,Nein,&nbsp;Ja&nbsp;,7,3,no,,,,0
"Ein Mechaniker machte einige Zaubertricks mit einem Schraubenzieher für seine kleine Nichte. Zu ihrer Überraschung war das Werkzeug plötzlich aus der Hand des Mechanikers verschwunden, doch kurz darauf zog er den Schraubenzieher hinter dem Ohr der Nichte hervor und lachte über ihren erstaunten Gesichtsausdruck. Geheimnisvoll erzählte der Mechaniker der Nichte, dass er gerade Magie benutzt habe, um den Schraubenzieher verschwinden zu lassen.","Verblüfft bewunderte die Nichte den Schraubenzieher und dann sagte sie, dass sie noch mehr Zaubertricks sehen wolle.",101,19,1,152,Nein,&nbsp;Ja&nbsp;,6,3,yes,Hat der Mechaniker den Schraubenzieher hinter dem Ohr der Nichte hervorgezogen?,K,paragraph,3
