target_distractor,GPT2_s_sep,Surprisal_Target,Surprisal_Distractor,Condition,Item,LeoLM_tar,LeoLM_dist
Handwerker,1.18340837955475,1.9106925285887,10.0232878699899,C,19,2.77792340421001,1.75811258406611
Wasserhahn,6.76953440904617,1.20623803138733,6.29182147979736,A,20,0.0171748814173043,10.7493652712437
Handwerker,9.01718997955322,6.33304262161255,9.87405681610107,B,20,2.75495027191937,6.36342528951354
Wasserhahn,1.22934599989094,12.1740093231201,12.0982637405396,C,20,3.06392833031714,4.63097800198011
Flyer,0.146091312170029,0.59206530242227,9.57824516296387,A,21,0.0674614221788943,14.2698405534029
Guide,13.456259727478,2.56955988518894,10.2140674591064,B,21,1.33199651539326,9.15084075927734
Flyer,0.15399894118309,4.98475486924872,2.62397050857544,C,21,2.13718677684665,1.63767049694434
Guide,9.78352451324463,1.47014808654785,7.43109226226807,A,22,0.48931881855242,14.6802419424057
Flyer,0.506335914134979,4.9035062789917,8.47126913070679,B,22,0.656911912374198,6.64068008959293
Guide,8.54805850982666,15.6228322982788,11.1652240753174,C,22,10.495489468798,9.77123467810452
Schauspielerin,1.02457237243652,3.43658304214478,2.72281169891357,A,23,5.37286891043186,5.32953850179911
Kamera,4.5391411781311,0.208006590604782,6.92534637451172,B,23,1.65437990427017,3.41615324653685
Schauspielerin,2.38767051696777,3.44410467147827,2.17463183403015,C,23,6.40360033512116,6.25802695378661
Kamera,3.69733619689941,4.73617124557495,2.39929032325745,A,24,1.3525625030743,0.971894264221191
Schauspielerin,8.45547294616699,4.72477722167969,8.38510131835938,B,24,2.06247917702422,1.07763540744782
Kamera,3.04959225654602,6.49927854537964,5.70972776412964,C,24,3.87465369701385,4.23075532913208
Assistentin,8.43118572235107,2.88245491683483,5.22944450378418,A,25,1.30627578045824,7.70594120025635
Schaufensterpuppe,0.365408625861164,3.9643407613039,6.14591932296753,B,25,5.08553480153205,4.14221382141113
Assistentin,11.7705612182617,9.77054917812347,3.41240882873535,C,25,17.9050448795315,3.86204504966736
Schaufensterpuppe,1.18423234176589,6.58220100402832,0.635435700416565,A,26,2.16912801936269,10.4979944229126
Assistentin,15.7141132354736,6.20521879196167,1.51648449897766,B,26,8.2243407566566,0.348253220319748
Schaufensterpuppe,0.569898738700431,6.07929372787476,1.47086572647095,C,26,3.08551757887471,0.630019843578339
Schwimmer,0.304109364748001,2.83878740482032,2.53396129608154,A,27,0.243394018965773,9.13923990004696
Sprung,6.25561857223511,3.5582420444116,1.62505090236664,B,27,5.41213835496455,3.22476993256714
Schwimmer,1.93714010715485,8.16949644684792,9.71682929992676,C,27,9.56862454116344,11.2578285746276
Sprung,5.95949745178223,3.55482259392738,21.6790076848119,A,28,1.71410247962922,23.9909060448408
Schwimmer,1.56454002857208,6.57089927792549,20.9099270437146,B,28,0.93270787934307,19.4273914413061
Sprung,3.35417771339416,11.4447228908539,16.3158576723654,C,28,6.69531248509884,9.97362550348043
Sekretärin,3.00099062919617,8.94274234771729,0.621499538421631,A,29,0.0138743774150498,9.84962798515335
Diktiermaschine,3.2830200176686,8.32865810394287,4.43721103668213,B,29,16.7684807870537,11.8897339273244
Sekretärin,12.5480432510376,12.6555805206299,0.86155116558075,C,29,8.36452082172036,3.5683347415179
Diktiermaschine,2.53591329045594,1.92557692527771,2.26399064064026,A,30,0.127949659479782,5.23065981350919
Sekretärin,14.0606956481934,2.57561826705933,1.52693617343903,B,30,0.817372472258285,2.67509952795172
Diktiermaschine,1.01143843121827,3.77212429046631,4.34378099441528,C,30,6.81140001467429,3.22971099981532
Mitarbeiter,7.37793350219727,1.41071741376072,1.40137672424316,A,31,0.278695767749014,3.77475833892822
Bauern,1.16694366931915,7.27114906162024,6.22694444656372,B,31,8.94465021707583,6.93809413909912
Mitarbeiter,10.0574626922607,8.92130749300122,4.99201965332031,C,31,5.18305907515605,0.961410343647003
Bauern,1.82127499580383,0.0661130622029305,10.7141342163086,A,32,0.129182228120044,11.2272510528564
Mitarbeiter,10.6918992996216,0.0342321272473782,11.4338483810425,B,32,0.157802799803903,5.18128108978272
Bauern,5.00711345672607,0.136498738080263,9.25475883483887,C,32,1.60697619942948,6.13884449005127
Rasenmäher,0.623862767592073,0.356182144023478,11.647297501564,A,33,0.0717728724084736,15.8490557987243
Gärtner,8.55795478820801,0.766829748172313,10.6680442094803,B,33,0.450368269594037,8.98096905648708
Rasenmäher,0.450516342418268,11.3170603718609,7.9817104190588,C,33,11.3460682071745,8.19230489805341
Gärtner,9.57634449005127,0.886302173137665,11.6858749389648,A,34,0.377093639690429,17.4163899216801
Rasenmäher,0.62143269344233,0.531168282032013,12.0827522277832,B,34,1.97107290942222,9.49173979274929
Gärtner,10.3654623031616,6.36087608337402,5.96003532409668,C,34,5.92674001818523,1.17622822662815
Juwelier,0.181481823325157,0.448360905051231,9.10577130317688,A,35,1.12809375510551,2.22038436576258
Edelstein,4.37508926249575,0.681200236082077,9.64113116264343,B,35,2.77393130678684,3.32314360816963
Juwelier,6.15505085140467,0.495522260665894,16.8506464958191,C,35,1.07591436547227,3.36070684390143
Edelstein,0.157052526483312,5.05302619934082,2.96738815307617,A,36,0.0699071128037758,11.3696260899305
Juwelier,6.85201428830624,5.74487781524658,3.52026009559631,B,36,4.35091863945127,1.33707380644046
Edelstein,0.121025134227239,10.9446439743042,1.25441014766693,C,36,5.88933392614126,1.68976808735169
Schraubenzieher,1.01131628477015,4.20168113708496,0.283843368291855,A,37,0.921417353674769,4.93436037376523
Mechaniker,8.17446544626728,6.75255346298218,0.301822811365128,B,37,0.750762348994613,1.65521564520895
Schraubenzieher,1.5444708194118,6.65235471725464,5.60509014129639,C,37,6.92288148403168,5.5332772731781
Mechaniker,6.31002352479845,3.84815239906311,0.245656045153737,A,38,0.0837722920114175,7.02743858657777
Schraubenzieher,1.9106925285887,9.84189510345459,0.19969375745859,B,38,0.276804597466253,4.15764396963641
Mechaniker,10.0232878699899,9.49725818634033,0.260363647248596,C,38,1.16617262898944,1.51419208478183
Polizisten,1.20623803138733,2.30368383228779,8.62515068054199,A,39,0.134013562637847,10.6535243988037
Autofahrer,6.29182147979736,3.77961303293705,8.21237754821777,B,39,3.86046095495112,11.5183610916138
Polizisten,6.33304262161255,4.95295113325119,9.74750900268555,C,39,8.27812475711107,15.4860877990723
Autofahrer,9.87405681610107,1.24921023845673,7.29561853408814,A,40,0.18897003447637,5.98592133657075
Polizisten,12.1740093231201,3.67453169822693,4.20038652420044,B,40,3.22644578898326,2.09401730308309
Autofahrer,12.0982637405396,1.21109557151794,10.6851291656494,C,40,5.00213725864887,7.01296347007155
Segler,0.59206530242227,0.170205667614937,16.1450710296631,A,41,0.136393423890695,15.1310453414917
Strick,9.57824516296387,1.42884314060211,10.5568056106567,B,41,1.21395263704471,2.62143111228943
Segler,2.56955988518894,1.31565988063812,15.3911714553833,C,41,2.59233165439218,10.739990234375
Strick,10.2140674591064,2.09537768363953,0.642015695571899,A,42,0.13249671459198,3.8176303897053
Segler,4.98475486924872,0.3203244805336,3.36423778533936,B,42,0.205542385578156,5.04707322642207
Strick,2.62397050857544,6.53519058227539,0.891294002532959,C,42,4.19769525527954,0.472764476435259
Einheimischen,1.47014808654785,0.226937472820282,3.88158139958978,A,43,0.377441841439577,2.7569004537072
Goldschätze,7.43109226226807,0.56661069393158,4.20913400501013,B,43,2.04971314955037,5.9436475855764
Einheimischen,4.9035062789917,0.390009373426437,7.26305251196027,C,43,1.36354100730387,1.57905619766098
Goldschätze,8.47126913070679,2.42947673797607,5.23265647888184,A,44,0.360410280525684,4.31947986339219
Einheimischen,15.6228322982788,1.45253121852875,5.92540740966797,B,44,1.54344682022929,1.11972432892071
Goldschätze,11.1652240753174,3.1182713508606,12.595067024231,C,44,0.682489298284054,9.24569825828075
Korb,3.43658304214478,2.83099913457409,11.600266456604,A,45,0.910933329840191,7.78048616577871
Apfel,2.72281169891357,4.96591348270886,4.21441793441772,B,45,3.38812125334516,3.90454498573672
Korb,0.208006590604782,3.86111181974411,7.92870807647705,C,45,9.2602618932724,6.48984882119112
Apfel,6.92534637451172,1.05637964606285,7.81370449066162,A,46,2.80877125263214,3.40848175436258
Korb,3.44410467147827,1.47054183483124,14.8772506713867,B,46,3.0101872086525,7.99853225331754
Apfel,2.17463183403015,0.450209751725197,13.705192565918,C,46,1.05261645466089,6.3468487598002
Sportler,4.73617124557495,2.8960075378418,10.3977580368519,A,47,0.0915148475032765,13.2752572975587
Vater,2.39929032325745,4.64687252044678,1.06168904900551,B,47,2.69067319243914,1.11002802883741
Sportler,4.72477722167969,13.2477836608887,7.61783543229103,C,47,7.58581343386322,7.68051830609329
Vater,8.38510131835938,0.720010638237,10.2015228271484,A,48,0.513057694857707,13.6495966614457
Sportler,6.49927854537964,2.96454668045044,3.01325869560242,B,48,6.98083290085197,2.49313560652081
Vater,5.70972776412964,6.10875749588013,5.46106338500977,C,48,4.27421552792657,1.3962904807413
Geschäftsfrau,2.88245491683483,0.830288581550121,12.8064432144165,A,49,3.47081784414331,13.3954048156738
Bar,5.22944450378418,6.56858981400728,7.32781744003296,B,49,12.7300680261105,8.17492961883545
Geschäftsfrau,3.9643407613039,13.607305675745,7.65176630020142,C,49,10.8848050894449,6.18139934539795
Bar,6.14591932296753,5.47437982447445,1.31971645355225,A,50,0.936386458575726,1.88565464317799
Geschäftsfrau,9.77054917812347,2.05755110830069,10.8937292098999,B,50,8.54608936980367,4.78117178380489
Bar,3.41240882873535,6.19464048743248,6.40066576004028,C,50,2.82240939303301,6.76226735115051
Zelt,6.58220100402832,2.1493022441864,9.75381764769554,A,51,1.87027165433392,7.86935382336378
Kind,0.635435700416565,0.862823903560638,13.3226730003953,B,51,5.09613064210862,5.68391906953184
Zelt,6.20521879196167,4.91884422302246,8.81696523725987,C,51,10.6290491956752,8.04804373043589
Kind,1.51648449897766,2.84928154945374,4.62141132354736,A,52,0.809892789751757,6.30509263393469
Zelt,6.07929372787476,1.4444807767868,5.77111530303955,B,52,1.66056505753659,8.4309817571193
Kind,1.47086572647095,11.1375217437744,7.65081071853638,C,52,7.47868847846985,9.22351494431496
Limonade,2.83878740482032,3.91054248809814,5.05751132965088,A,53,0.85580874508014,3.76613148860633
Tasche,2.53396129608154,9.77981948852539,6.82652282714844,B,53,5.14930585026741,3.71884427964687
Limonade,3.5582420444116,9.94651699066162,7.81822633743286,C,53,12.3233752250671,8.92704576253891
Tasche,1.62505090236664,2.21758006233722,0.867047071456909,A,54,0.125696423463523,8.77590985689312
Limonade,8.16949644684792,1.83226201706566,1.94900453090668,B,54,1.93099416932091,1.38253680570051
Tasche,9.71682929992676,11.4850050243549,5.13488435745239,C,54,4.55712048197165,1.98098465090152
Bergsteigerin,3.55482259392738,10.5260833501816,0.301717877388,A,55,0.0668316600786056,9.63297655573115
Spitzenhacke,21.6790076848119,16.7605457380414,0.328743815422058,B,55,5.1893598009483,1.13691067462787
Bergsteigerin,6.57089927792549,18.7131494879723,2.05975103378296,C,55,14.1301935201918,7.31075192801654
Spitzenhacke,20.9099270437146,0.0680323094129562,7.22199177742004,A,56,0.730965643073432,19.3852605521679
Bergsteigerin,11.4447228908539,1.97702980041504,2.48997291130945,B,56,3.74483946611872,3.15921156550758
Spitzenhacke,16.3158576723654,5.57762384414673,1.07656190637499,C,56,8.79196608951315,3.92205635190476
Förster,8.94274234771729,0.660963388159871,14.8498439788818,A,57,1.2538512359024,10.7976973529439
Hirsch,0.621499538421631,0.138784224167466,8.94268798828125,B,57,1.94729507973534,2.16058801743202
Förster,8.32865810394287,2.72172695398331,13.9377746582031,C,57,4.41687389969593,1.62720659305342
Hirsch,4.43721103668213,3.84330654144287,5.00061416625977,A,58,0.260500809410587,5.26507586927619
Förster,12.6555805206299,7.84105968475342,8.77196788787842,B,58,1.45904496056028,2.41200945992023
Hirsch,0.86155116558075,11.9196949005127,15.6011180877686,C,58,4.1751584095764,3.56099800020456
Staatsanwalt,1.92557692527771,1.23543281131424,7.74911689758301,A,59,3.37343128572684,3.9641890572093
Angeklagten,2.26399064064026,3.32149376021698,8.59740161895752,B,59,5.70555172662716,11.7388136386871
Staatsanwalt,2.57561826705933,3.24419370759279,9.54892063140869,C,59,5.0532938024262,3.4200807211455
Angeklagten,1.52693617343903,1.05824065208435,10.7760553322732,A,60,0.413669950794429,12.5115546286106
Staatsanwalt,3.77212429046631,8.43934440612793,5.98037806898356,B,60,6.54141104221344,3.2125778067857
Angeklagten,4.34378099441528,7.45465660095215,9.35418003797531,C,60,7.9956371691078,2.95987043168861
Bräutigam,1.41071741376072,,,,,,
Ring,1.40137672424316,,,,,,
Bräutigam,7.27114906162024,,,,,,
Ring,6.22694444656372,,,,,,
Bräutigam,8.92130749300122,,,,,,
Ring,4.99201965332031,,,,,,
Umhang,0.0661130622029305,,,,,,
Ritter,10.7141342163086,,,,,,
Umhang,0.0342321272473782,,,,,,
Ritter,11.4338483810425,,,,,,
Umhang,0.136498738080263,,,,,,
Ritter,9.25475883483887,,,,,,
Besucherin,0.356182144023478,,,,,,
Eintrittskarte,11.647297501564,,,,,,
Besucherin,0.766829748172313,,,,,,
Eintrittskarte,10.6680442094803,,,,,,
Besucherin,11.3170603718609,,,,,,
Eintrittskarte,7.9817104190588,,,,,,
Sklaven,0.886302173137665,,,,,,
Gewürze,11.6858749389648,,,,,,
Sklaven,0.531168282032013,,,,,,
Gewürze,12.0827522277832,,,,,,
Sklaven,6.36087608337402,,,,,,
Gewürze,5.96003532409668,,,,,,
Teddybären,0.448360905051231,,,,,,
Ladenbesitzer,9.10577130317688,,,,,,
Teddybären,0.681200236082077,,,,,,
Ladenbesitzer,9.64113116264343,,,,,,
Teddybären,0.495522260665894,,,,,,
Ladenbesitzer,16.8506464958191,,,,,,
Nachbarn,5.05302619934082,,,,,,
Welpen,2.96738815307617,,,,,,
Nachbarn,5.74487781524658,,,,,,
Welpen,3.52026009559631,,,,,,
Nachbarn,10.9446439743042,,,,,,
Welpen,1.25441014766693,,,,,,
Kunden,4.20168113708496,,,,,,
Dieb,0.283843368291855,,,,,,
Kunden,6.75255346298218,,,,,,
Dieb,0.301822811365128,,,,,,
Kunden,6.65235471725464,,,,,,
Dieb,5.60509014129639,,,,,,
Freundin,3.84815239906311,,,,,,
Robbe,0.245656045153737,,,,,,
Freundin,9.84189510345459,,,,,,
Robbe,0.19969375745859,,,,,,
Freundin,9.49725818634033,,,,,,
Robbe,0.260363647248596,,,,,,
Babysitterin,2.30368383228779,,,,,,
Tochter,8.62515068054199,,,,,,
Babysitterin,3.77961303293705,,,,,,
Tochter,8.21237754821777,,,,,,
Babysitterin,4.95295113325119,,,,,,
Tochter,9.74750900268555,,,,,,
Präsidenten,1.24921023845673,,,,,,
Berater,7.29561853408814,,,,,,
Präsidenten,3.67453169822693,,,,,,
Berater,4.20038652420044,,,,,,
Präsidenten,1.21109557151794,,,,,,
Berater,10.6851291656494,,,,,,
Pokal,0.170205667614937,,,,,,
Athlet,16.1450710296631,,,,,,
Pokal,1.42884314060211,,,,,,
Athlet,10.5568056106567,,,,,,
Pokal,1.31565988063812,,,,,,
Athlet,15.3911714553833,,,,,,
Ball,2.09537768363953,,,,,,
Hund,0.642015695571899,,,,,,
Ball,0.3203244805336,,,,,,
Hund,3.36423778533936,,,,,,
Ball,6.53519058227539,,,,,,
Hund,0.891294002532959,,,,,,
Kaninchen,0.226937472820282,,,,,,
Kleinkind,3.88158139958978,,,,,,
Kaninchen,0.56661069393158,,,,,,
Kleinkind,4.20913400501013,,,,,,
Kaninchen,0.390009373426437,,,,,,
Kleinkind,7.26305251196027,,,,,,
Torwart,2.42947673797607,,,,,,
Coach,5.23265647888184,,,,,,
Torwart,1.45253121852875,,,,,,
Coach,5.92540740966797,,,,,,
Torwart,3.1182713508606,,,,,,
Coach,12.595067024231,,,,,,
Lose,2.83099913457409,,,,,,
Schüler,11.600266456604,,,,,,
Lose,4.96591348270886,,,,,,
Schüler,4.21441793441772,,,,,,
Lose,3.86111181974411,,,,,,
Schüler,7.92870807647705,,,,,,
Spritzen,1.05637964606285,,,,,,
Zwillinge,7.81370449066162,,,,,,
Spritzen,1.47054183483124,,,,,,
Zwillinge,14.8772506713867,,,,,,
Spritzen,0.450209751725197,,,,,,
Zwillinge,13.705192565918,,,,,,
Waffe,2.8960075378418,,,,,,
Zivilistin,10.3977580368519,,,,,,
Waffe,4.64687252044678,,,,,,
Zivilistin,1.06168904900551,,,,,,
Waffe,13.2477836608887,,,,,,
Zivilistin,7.61783543229103,,,,,,
Stück,0.720010638237,,,,,,
Publikum,10.2015228271484,,,,,,
Stück,2.96454668045044,,,,,,
Publikum,3.01325869560242,,,,,,
Stück,6.10875749588013,,,,,,
Publikum,5.46106338500977,,,,,,
Betreuerin,0.830288581550121,,,,,,
Arbeit,12.8064432144165,,,,,,
Betreuerin,6.56858981400728,,,,,,
Arbeit,7.32781744003296,,,,,,
Betreuerin,13.607305675745,,,,,,
Arbeit,7.65176630020142,,,,,,
Protestantin,5.47437982447445,,,,,,
Reise,1.31971645355225,,,,,,
Protestantin,2.05755110830069,,,,,,
Reise,10.8937292098999,,,,,,
Protestantin,6.19464048743248,,,,,,
Reise,6.40066576004028,,,,,,
Symptome,2.1493022441864,,,,,,
Erzieherin,9.75381764769554,,,,,,
Symptome,0.862823903560638,,,,,,
Erzieherin,13.3226730003953,,,,,,
Symptome,4.91884422302246,,,,,,
Erzieherin,8.81696523725987,,,,,,
Eisbären,2.84928154945374,,,,,,
Geschichten,4.62141132354736,,,,,,
Eisbären,1.4444807767868,,,,,,
Geschichten,5.77111530303955,,,,,,
Eisbären,11.1375217437744,,,,,,
Geschichten,7.65081071853638,,,,,,
Rede,3.91054248809814,,,,,,
Turnhalle,5.05751132965088,,,,,,
Rede,9.77981948852539,,,,,,
Turnhalle,6.82652282714844,,,,,,
Rede,9.94651699066162,,,,,,
Turnhalle,7.81822633743286,,,,,,
Agentin,2.21758006233722,,,,,,
Sängerin,0.867047071456909,,,,,,
Agentin,1.83226201706566,,,,,,
Sängerin,1.94900453090668,,,,,,
Agentin,11.4850050243549,,,,,,
Sängerin,5.13488435745239,,,,,,
Galeristin,10.5260833501816,,,,,,
Skulptur,0.301717877388,,,,,,
Galeristin,16.7605457380414,,,,,,
Skulptur,0.328743815422058,,,,,,
Galeristin,18.7131494879723,,,,,,
Skulptur,2.05975103378296,,,,,,
Toilette,0.0680323094129562,,,,,,
Wimperntusche,7.22199177742004,,,,,,
Toilette,1.97702980041504,,,,,,
Wimperntusche,2.48997291130945,,,,,,
Toilette,5.57762384414673,,,,,,
Wimperntusche,1.07656190637499,,,,,,
Schäferhund,0.660963388159871,,,,,,
Ermittler,14.8498439788818,,,,,,
Schäferhund,0.138784224167466,,,,,,
Ermittler,8.94268798828125,,,,,,
Schäferhund,2.72172695398331,,,,,,
Ermittler,13.9377746582031,,,,,,
Beschuldigten,3.84330654144287,,,,,,
Kläger,5.00061416625977,,,,,,
Beschuldigten,7.84105968475342,,,,,,
Kläger,8.77196788787842,,,,,,
Beschuldigten,11.9196949005127,,,,,,
Kläger,15.6011180877686,,,,,,
Flussbarsch,1.23543281131424,,,,,,
Jungen,7.74911689758301,,,,,,
Flussbarsch,3.32149376021698,,,,,,
Jungen,8.59740161895752,,,,,,
Flussbarsch,3.24419370759279,,,,,,
Jungen,9.54892063140869,,,,,,
Liege,1.05824065208435,,,,,,
Schwangere,10.7760553322732,,,,,,
Liege,8.43934440612793,,,,,,
Schwangere,5.98037806898356,,,,,,
Liege,7.45465660095215,,,,,,
Schwangere,9.35418003797531,,,,,,
